path	classification	basis
tests/test_sprint33.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint34.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint35.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint36.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint37.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint38.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint39.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint4.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint40.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint40_ui_polish.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint41.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint42.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint43.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint44.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint45.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint46.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint47.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint48.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint49.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint5.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint50.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint51.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint6.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint7.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint8.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint9.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sqlite_wal_reset_upgrade.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sse_chunked.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sse_error_multi_probe_reconnect.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sse_recovery_scroll_stranding.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sse_relay_apperror_closes.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_stable_assistant_turn_anchor_normalizer.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_stable_assistant_turn_anchor_phase0.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_stable_assistant_turn_anchor_registry.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_stage268_opus_followups.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_stage299_opus_fixes.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_stage302_config_override_regression.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_stage326_composer_draft_validation.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_stage326_pending_goal_continuation_race.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_stage364_opus_live_sse_event_id.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_stale_empty_session_restore.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_stale_stream_cleanup.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_stale_stream_pending_recovery.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_stale_stream_writeback.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_stale_user_context_contamination.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_start_session_turn_runtime_adapter.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_state_db_active_filter.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_state_db_backstop_boundary_gate.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
